	gold	narrative	brc	sum	ARG0	va_key	ARG1
2582	work publication ** CAUSE-MENTAL-STATE ** pregnant women	work publication ** CAUSE-MENTAL-STATE ** pregnant women	1510	1	work publication	CAUSE-MENTAL-STATE	pregnant women
2583	workers ** MOUNT_ASSEMBLE_PRODUCE ** dedicated coronavirus hospital	workers ** MOUNT_ASSEMBLE_PRODUCE ** dedicated coronavirus hospital	1059	14	workers	MOUNT_ASSEMBLE_PRODUCE	dedicated coronavirus hospital
2584	workers employers ** VERIFY ** federal osha ’s guidance related evolving coronavirus outbreak	workers employers ** VERIFY ** federal osha ’s guidance related evolving coronavirus outbreak	1060	1	workers employers	VERIFY	federal osha ’s guidance related evolving coronavirus outbreak
2585	world 's dangerous pathogens article ** EXPLAIN ** newly finished	world 's dangerous pathogens article ** EXPLAIN ** newly finished	916	1	world 's dangerous pathogens article	EXPLAIN	newly finished
2586	worried coronavirus ** OBTAIN ** facts	worried coronavirus ** OBTAIN ** facts	647	1	worried coronavirus	OBTAIN	facts
2587	worsening viral outbreak ** INCITE_INDUCE ** investors	worsening viral outbreak ** INCITE_INDUCE ** investors	1349	2	worsening viral outbreak	INCITE_INDUCE	investors
2588	wotus ** UNFASTEN_UNFOLD ** regulation clean water acts	wotus ** UNFASTEN_UNFOLD ** regulation clean water acts	441	1	wotus	UNFASTEN_UNFOLD	regulation clean water acts
2589	wotus loosens regulation clean water acts ** SEE ** end badly	wotus loosens regulation clean water acts ** SEE ** end badly	1169	1	wotus loosens regulation clean water acts	SEE	end badly
2590	wuhan ** CANCEL_ELIMINATE ** ground zero deadly coronavirus	wuhan ** CANCEL_ELIMINATE ** ground zero deadly coronavirus	834	1	wuhan	CANCEL_ELIMINATE	ground zero deadly coronavirus
2591	wuhan ** INCITE_INDUCE ** you all	wuhan ** INCITE_INDUCE ** you all	1622	1	wuhan	INCITE_INDUCE	you all
2592	wuhan ** INFORM ** running test kits	wuhan ** INFORM ** running test kits	442	1	wuhan	INFORM	running test kits
2593	wuhan ** NAME ** frantic locals	wuhan ** NAME ** frantic locals	263	1	wuhan	NAME	frantic locals
2594	wuhan ** OBTAIN ** check ” title play seo game	wuhan ** OBTAIN ** check ” title play seo game	136	1	wuhan	OBTAIN	check ” title play seo game
2595	wuhan ** PAY ** crazy p	wuhan ** PAY ** crazy p	264	1	wuhan	PAY	crazy p
2596	wuhan ** PUT_APPLY_PLACE_PAVE ** quarantine rush	city wuhan ** PUT_APPLY_PLACE_PAVE ** health authorities	546	5	wuhan	PUT_APPLY_PLACE_PAVE	quarantine rush
2597	wuhan ** PUT_APPLY_PLACE_PAVE ** quarantine rush	wuhan ** PUT_APPLY_PLACE_PAVE ** quarantine rush	546	5	wuhan	PUT_APPLY_PLACE_PAVE	quarantine rush
2598	wuhan ** PUT_APPLY_PLACE_PAVE ** quarantine rush	wuhan city china ** PUT_APPLY_PLACE_PAVE ** quarantine influenza	546	5	wuhan	PUT_APPLY_PLACE_PAVE	quarantine rush
2599	wuhan ** SECURE_FASTEN_TIE ** city combat coronavirus epidemic	coronavirus ** SECURE_FASTEN_TIE ** wuhan quarantine	813	10	wuhan	SECURE_FASTEN_TIE	city combat coronavirus epidemic
2600	wuhan ** SECURE_FASTEN_TIE ** city combat coronavirus epidemic	wuhan ** SECURE_FASTEN_TIE ** city combat coronavirus epidemic	813	10	wuhan	SECURE_FASTEN_TIE	city combat coronavirus epidemic
2601	wuhan ** SECURE_FASTEN_TIE ** city combat coronavirus epidemic	wuhan coronavirus ** CLOSE ** city	813	10	wuhan	SECURE_FASTEN_TIE	city combat coronavirus epidemic
2602	wuhan ** SECURE_FASTEN_TIE ** city combat coronavirus epidemic	wuhan coronavirus outbreak ** COMMUNICATE_CONTACT ** subject line wuhan coron	813	10	wuhan	SECURE_FASTEN_TIE	city combat coronavirus epidemic
2603	wuhan ** SELL ** meat various wild animals	the flyer ** AFFIRM ** visit wuhan china stop animal markets touch animals handle animal products	259	3	wuhan	SELL	meat various wild animals
2604	wuhan ** SELL ** meat various wild animals	wuhan ** SELL ** meat various wild animals	259	3	wuhan	SELL	meat various wild animals
2605	wuhan ** SHAPE ** china 's chernobyl	wuhan ** SHAPE ** china 's chernobyl	265	1	wuhan	SHAPE	china 's chernobyl
2606	wuhan ** STOP ** public transportation buses trains airplanes ferries better combat coronavirus epidemic	wuhan ** STOP ** public transportation buses trains airplanes ferries better combat coronavirus epidemic	835	3	wuhan	STOP	public transportation buses trains airplanes ferries better combat coronavirus epidemic
2607	wuhan ** TAKE ** action	wuhan ** TAKE ** action	266	2	wuhan	TAKE	action
2608	wuhan ** THINK ** china ’s chicago — far bigger	wuhan ** THINK ** china ’s chicago — far bigger	267	2	wuhan	THINK	china ’s chicago — far bigger
2609	wuhan ** THINK ** who says	wuhan ** THINK ** who says	193	1	wuhan	THINK	who says
2610	wuhan ** TRY ** escape virus outbreak	wuhan ** TRY ** escape virus outbreak	714	5	wuhan	TRY	escape virus outbreak
2611	wuhan @who ** AFFIRM ** thursday	wuhan @who ** AFFIRM ** thursday	1623	2	wuhan @who	AFFIRM	thursday
2612	wuhan airport people ** SUBJUGATE ** flight check - ins	kalibo airport ** LIBERATE_ALLOW_AFFORD ** 153 passengers wuhan their basis	500	4	wuhan airport people	SUBJUGATE	flight check - ins
2613	wuhan airport people ** SUBJUGATE ** flight check - ins	wuhan airport people ** SUBJUGATE ** flight check - ins	500	4	wuhan airport people	SUBJUGATE	flight check - ins
2614	wuhan china ** COME-FROM ** rapidly evolving	wuhan china ** COME-FROM ** rapidly evolving	268	2	wuhan china	COME-FROM	rapidly evolving
2615	wuhan china ** COME-FROM ** rapidly evolving	wuhan sheng province central china ** ENDANGER ** become glob	268	2	wuhan china	COME-FROM	rapidly evolving
2616	wuhan cities ** GO-FORWARD ** roping	wuhan cities ** GO-FORWARD ** roping	443	1	wuhan cities	GO-FORWARD	roping
2617	wuhan coronavirus ** ACCUSE ** bat soup pics	wuhan coronavirus ** ACCUSE ** bat soup pics	806	26	wuhan coronavirus	ACCUSE	bat soup pics
2618	wuhan coronavirus ** ACCUSE ** bat soup pics	wuhan coronavirus blamed bat soup pics ** COME-FROM ** people eating chinese delicacy	806	26	wuhan coronavirus	ACCUSE	bat soup pics
2619	wuhan coronavirus ** TRANSMIT ** people snakes	china humans ** OBTAIN ** deadly coronavirus snakes	794	7	wuhan coronavirus	TRANSMIT	people snakes
2620	wuhan coronavirus ** TRANSMIT ** people snakes	deadly coronavirus snakes ** SELL ** wuhan market coronavirusoutbreak	794	7	wuhan coronavirus	TRANSMIT	people snakes
2621	wuhan coronavirus ** TRANSMIT ** people snakes	humans ** OBTAIN ** deadly coronavirus snakes sold wuhan market coronavirusoutbreak	794	7	wuhan coronavirus	TRANSMIT	people snakes
2622	wuhan coronavirus ** TRANSMIT ** people snakes	snakes ** OBTAIN ** wuhan coronavirus outbreak	794	7	wuhan coronavirus	TRANSMIT	people snakes
2623	wuhan coronavirus ** TRANSMIT ** people snakes	wuhan coronavirus ** TRANSMIT ** people snakes	794	7	wuhan coronavirus	TRANSMIT	people snakes
2624	wuhan coronavirus ** TRANSMIT ** people snakes	wuhan coronavirus ** TRANSMIT ** snakes	794	7	wuhan coronavirus	TRANSMIT	people snakes
2625	wuhan coronavirus chart ** SHOW ** rapid spread	wuhan coronavirus chart ** SHOW ** rapid spread	807	1	wuhan coronavirus chart	SHOW	rapid spread
2626	wuhan coronavirus sealed city ’s residents ** LOAD_PROVIDE_CHARGE_FURNISH ** food prices	wuhan coronavirus sealed city ’s residents ** LOAD_PROVIDE_CHARGE_FURNISH ** food prices	570	1	wuhan coronavirus sealed city ’s residents	LOAD_PROVIDE_CHARGE_FURNISH	food prices
2627	wuhan coronavirus update ** PLAN_SCHEDULE ** build brand new hospital within week chinese new ye	wuhan coronavirus update ** PLAN_SCHEDULE ** build brand new hospital within week chinese new ye	571	2	wuhan coronavirus update	PLAN_SCHEDULE	build brand new hospital within week chinese new ye
2628	wuhan prayforwuhan hongkongprotests wuhancoronavirus ** DRESS_WEAR ** mask stay	wuhan prayforwuhan hongkongprotests wuhancoronavirus ** DRESS_WEAR ** mask stay	715	1	wuhan prayforwuhan hongkongprotests wuhancoronavirus	DRESS_WEAR	mask stay
2629	wuhan residents ** SUMMON ** help shared worries food	wuhan residents ** SUMMON ** help shared worries food	269	1	wuhan residents	SUMMON	help shared worries food
2630	wuhan train station officials ** GUARANTEE_ENSURE_PROMISE ** city	wuhan train station officials ** GUARANTEE_ENSURE_PROMISE ** city	490	2	wuhan train station officials	GUARANTEE_ENSURE_PROMISE	city
2631	wuhan villagers ** BURN ** houses	wuhan villagers ** BURN ** houses	270	1	wuhan villagers	BURN	houses
2632	wuhan virus ** CIRCULATE_SPREAD_DISTRIBUTE ** humans	wuhan virus ** CIRCULATE_SPREAD_DISTRIBUTE ** humans	716	2	wuhan virus	CIRCULATE_SPREAD_DISTRIBUTE	humans
2633	wuhan virus ** CIRCULATE_SPREAD_DISTRIBUTE ** humans	wuhan virus ** CIRCULATE_SPREAD_DISTRIBUTE ** mexico	716	2	wuhan virus	CIRCULATE_SPREAD_DISTRIBUTE	humans
2634	wuhan virus ** FEEL ** like the end of the world	wuhan virus ** FEEL ** like the end of the world	717	1	wuhan virus	FEEL	like the end of the world
2635	wuhan virus epidemic response group ** AFFIRM ** starts work 3 possible vaccines	wuhan virus epidemic response group ** AFFIRM ** starts work 3 possible vaccines	718	1	wuhan virus epidemic response group	AFFIRM	starts work 3 possible vaccines
2636	wuhan woman ** MAKE-A-SOUND ** doc fever fever doc	wuhan woman ** MAKE-A-SOUND ** doc fever fever doc	396	1	wuhan woman	MAKE-A-SOUND	doc fever fever doc
2637	wuhan zhejiang macau ** CANCEL_ELIMINATE ** lunarnewyear celebrations	wuhan zhejiang macau ** CANCEL_ELIMINATE ** lunarnewyear celebrations	590	9	wuhan zhejiang macau	CANCEL_ELIMINATE	lunarnewyear celebrations
2638	wuhancoronavirus ** AFFIRM ** washington state	wuhancoronavirus ** AFFIRM ** washington state	719	3	wuhancoronavirus	AFFIRM	washington state
2639	wuhancoronavirus ** CONTINUE ** infowars	wuhancoronavirus ** CONTINUE ** infowars	756	1	wuhancoronavirus	CONTINUE	infowars
2640	wuhancoronavirus ** SEPARATE_FILTER_DETACH ** this front page ccp ’s mouthpiece people‘s daily	wuhancoronavirus ** SEPARATE_FILTER_DETACH ** this front page ccp ’s mouthpiece people‘s daily	757	1	wuhancoronavirus	SEPARATE_FILTER_DETACH	this front page ccp ’s mouthpiece people‘s daily
2641	wuhancoronavirus ** STOP ** cover planters	wuhancoronavirus ** STOP ** cover planters	720	1	wuhancoronavirus	STOP	cover planters
2642	wuhancoronovirus ** CALCULATE_ESTIMATE ** the reproductive rate virus — number people ave	wuhancoronovirus ** CALCULATE_ESTIMATE ** the reproductive rate virus — number people ave	721	1	wuhancoronovirus	CALCULATE_ESTIMATE	the reproductive rate virus — number people ave
2643	wuhanpneumonia ** CIRCULATE_SPREAD_DISTRIBUTE ** fake news	wuhanpneumonia ** CIRCULATE_SPREAD_DISTRIBUTE ** fake news	1291	1	wuhanpneumonia	CIRCULATE_SPREAD_DISTRIBUTE	fake news
2644	y' all ** CITE ** referring people chinese virus wuhan clan	y' all ** CITE ** referring people chinese virus wuhan clan	758	1	y' all	CITE	referring people chinese virus wuhan clan
2645	y' all ** DRINK ** modelo	y' all ** DRINK ** modelo	194	1	y' all	DRINK	modelo
2646	y' all ** HEAR_LISTEN ** wuhan virus	y' all ** HEAR_LISTEN ** wuhan virus	722	1	y' all	HEAR_LISTEN	wuhan virus
2647	yet another video people ** DROP ** wuhan	yet another video people ** DROP ** wuhan	271	2	yet another video people	DROP	wuhan
2648	yikes ** CAUSE-SMT ** insurance companies pay ra	yikes ** CAUSE-SMT ** insurance companies pay ra	444	1	yikes	CAUSE-SMT	insurance companies pay ra
2649	you ** AMASS ** physical evidence flu vaccines	you ** AMASS ** physical evidence flu vaccines	1446	1	you	AMASS	physical evidence flu vaccines
2650	you ** CATCH ** @jencwalling 's great conversation @annadavlantes	you ** CATCH ** @jencwalling 's great conversation @annadavlantes	1686	1	you	CATCH	@jencwalling 's great conversation @annadavlantes
2651	you ** COPULA ** twittershorts	you ** COPULA ** twittershorts	1687	1	you	COPULA	twittershorts
2652	you ** FIND ** infected medical practitioners almost major hospitals wuhan	virus spreading ** CONTRACT-AN-ILLNESS_INFECT ** medical staff video hospital wuhan	711	4	you	FIND	infected medical practitioners almost major hospitals wuhan
2653	you ** FIND ** infected medical practitioners almost major hospitals wuhan	you ** FIND ** infected medical practitioners almost major hospitals wuhan	711	4	you	FIND	infected medical practitioners almost major hospitals wuhan
2654	you ** FIND ** one	you ** FIND ** one	153	1	you	FIND	one
2655	you ** HEAR_LISTEN ** coughi	you ** HEAR_LISTEN ** coughi	137	1	you	HEAR_LISTEN	coughi
2656	you ** HELP_HEAL_CARE_CURE ** protect chi	you ** HELP_HEAL_CARE_CURE ** protect chi	1624	1	you	HELP_HEAL_CARE_CURE	protect chi
2657	you ** KNOW ** up-	you ** KNOW ** up-	195	1	you	KNOW	up-
2658	you ** LOAD_PROVIDE_CHARGE_FURNISH ** source	you ** LOAD_PROVIDE_CHARGE_FURNISH ** source	1645	1	you	LOAD_PROVIDE_CHARGE_FURNISH	source
2659	you ** MODAL ** aff	you ** MODAL ** aff	138	1	you	MODAL	aff
2660	you ** MOVE-BY-MEANS-OF ** wuhan	you ** MOVE-BY-MEANS-OF ** wuhan	491	1	you	MOVE-BY-MEANS-OF	wuhan
2661	you ** OBTAIN ** 2019-ncov	you ** OBTAIN ** 2019-ncov	1646	3	you	OBTAIN	2019-ncov
2662	you ** ORGANIZE ** get sick town children china	you ** ORGANIZE ** get sick town children china	397	1	you	ORGANIZE	get sick town children china
2663	you ** PAY ** apology every child spend	you ** PAY ** apology every child spend	1484	1	you	PAY	apology every child spend
2664	you ** POSSESS ** fight epidemic diseases emerg	you ** POSSESS ** fight epidemic diseases emerg	1485	2	you	POSSESS	fight epidemic diseases emerg
2665	you ** POSSESS ** frickin joking	you ** POSSESS ** frickin joking	101	1	you	POSSESS	frickin joking
2666	you ** POSSESS ** natural subs	you ** POSSESS ** natural subs	154	1	you	POSSESS	natural subs
2667	you ** PROTECT ** chi	you ** PROTECT ** chi	139	1	you	PROTECT	chi
2668	you ** REDUCE_DIMINISH ** risk infection	you ** REDUCE_DIMINISH ** risk infection	1511	1	you	REDUCE_DIMINISH	risk infection
2669	you ** REQUIRE_NEED_WANT_HOPE ** cdc screening china virus	you ** REQUIRE_NEED_WANT_HOPE ** cdc screening china virus	759	1	you	REQUIRE_NEED_WANT_HOPE	cdc screening china virus
2670	you ** REQUIRE_NEED_WANT_HOPE ** date	you ** REQUIRE_NEED_WANT_HOPE ** date	1726	1	you	REQUIRE_NEED_WANT_HOPE	date
2671	you ** SEE ** doctor emergency room hours	you ** SEE ** doctor emergency room hours	1486	1	you	SEE	doctor emergency room hours
2672	you ** SEE ** lust eyes western journalists ' china watchers ' - yearning large - scal	you ** SEE ** lust eyes western journalists ' china watchers ' - yearning large - scal	196	1	you	SEE	lust eyes western journalists ' china watchers ' - yearning large - scal
2673	you ** SEE ** video rep . lowey 's remarks 1604 - 2106 .	you ** SEE ** video rep . lowey 's remarks 1604 - 2106 .	1170	1	you	SEE	video rep . lowey 's remarks 1604 - 2106 .
2674	you ** SELL ** details	you ** SELL ** details	155	1	you	SELL	details
2675	you ** SPEAK ** courage wuhan	you ** SPEAK ** courage wuhan	140	5	you	SPEAK	courage wuhan
2676	you ** STEAL_DEPRIVE ** something john	you ** STEAL_DEPRIVE ** something john	1768	1	you	STEAL_DEPRIVE	something john
2677	young kids ** USE ** cdc	young kids ** USE ** cdc	1576	2	young kids	USE	cdc
2678	young kids ** USE ** cdc	young kids overusing cdc ** AFFIRM ** too much toothpaste	1576	2	young kids	USE	cdc
2679	your kcrwberlinnewsbrief berlin airports ** TAKE ** precautions screen travelers could carrying dea	your kcrwberlinnewsbrief berlin airports ** TAKE ** precautions screen travelers could carrying dea	445	1	your kcrwberlinnewsbrief berlin airports	TAKE	precautions screen travelers could carrying dea
2680	your refrigerator ** CONTINUE ** food cold	your refrigerator ** CONTINUE ** food cold	49	1	your refrigerator	CONTINUE	food cold
2681	your reporter ** DRESS_WEAR ** n95 respirator surgical mask serious sa	your reporter ** DRESS_WEAR ** n95 respirator surgical mask serious sa	446	1	your reporter	DRESS_WEAR	n95 respirator surgical mask serious sa
2682	y’ ** AFFIRM ** cite resources	y’ ** AFFIRM ** cite resources	1589	1	y’	AFFIRM	cite resources
2683	z ** BEGIN ** s outbreak world war	z ** BEGIN ** s outbreak world war	1236	1	z	BEGIN	s outbreak world war
2684	zika woman ** BUY ** song	zika woman ** BUY ** song	197	1	zika woman	BUY	song
2685	zombie outbreak ** BREAK_DETERIORATE ** china	zombie outbreak ** BREAK_DETERIORATE ** china	782	1	zombie outbreak	BREAK_DETERIORATE	china
2686	zoonotic virus ** STOP ** spillover wildlife	zoonotic virus ** STOP ** spillover wildlife	917	4	zoonotic virus	STOP	spillover wildlife
2687	zoonotic virus ** STOP ** spillover wildlife	zoonotic virus ** STOP ** spillover wildlife humans wildlife trade consumption chi	917	4	zoonotic virus	STOP	spillover wildlife
